system:index,date,mean_snow_cover,.geo
2006_03_29,2006-03-29,0.5540201216856128,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_30,2006-03-30,0.6192381291345065,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_31,2006-03-31,0.6591250814590753,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_01,2006-04-01,0.5959123441265842,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_02,2006-04-02,0.5942087131918738,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_03,2006-04-03,0.5683531474789684,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_04,2006-04-04,0.636543189976861,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_05,2006-04-05,0.6002701759367082,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_06,2006-04-06,0.6668607262172078,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_07,2006-04-07,0.6405809414393245,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_08,2006-04-08,0.5649708023679377,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_09,2006-04-09,0.6248718148711042,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_10,2006-04-10,0.131,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_11,2006-04-11,0.6731278173756354,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_12,2006-04-12,0.46190744455742133,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_13,2006-04-13,0.5059652524047423,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_14,2006-04-14,0.5144876999614296,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_15,2006-04-15,0.5913537644512964,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_16,2006-04-16,0.44604285100564445,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_17,2006-04-17,0.29338461538461535,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_19,2006-04-19,0.6676302769602575,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_20,2006-04-20,0.683799676360185,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_21,2006-04-21,0.6874732469473838,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_22,2006-04-22,0.57866097101309,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_23,2006-04-23,0.6410607599307673,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_24,2006-04-24,0.4840583645519122,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_25,2006-04-25,0.6328742597471946,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_26,2006-04-26,0.4877856856445216,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_27,2006-04-27,0.6816351265149901,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_28,2006-04-28,0.5336335925861958,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_29,2006-04-29,0.6867560441120566,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_30,2006-04-30,0.6557781341307315,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_01,2006-05-01,0.6543102005327878,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_02,2006-05-02,0.6382457485253978,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_03,2006-05-03,0.5433492784891275,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_04,2006-05-04,0.6211384688106475,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_05,2006-05-05,0.45543160612533995,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_06,2006-05-06,0.6676949579026744,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_07,2006-05-07,0.5815849912386999,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_08,2006-05-08,0.6307476476339028,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_09,2006-05-09,0.5126688384987454,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_10,2006-05-10,0.4842760733472452,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_11,2006-05-11,0.34634306928520103,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_12,2006-05-12,0.45093943496826766,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_13,2006-05-13,0.6075757912468389,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_14,2006-05-14,0.5668563218584073,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_15,2006-05-15,0.6486808036588811,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_16,2006-05-16,0.5229102534191733,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_17,2006-05-17,0.5744673142637853,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_18,2006-05-18,0.4534821695947295,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_19,2006-05-19,0.418713924275943,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_20,2006-05-20,0.4366552539153101,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_21,2006-05-21,0.32211107033270187,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_22,2006-05-22,0.4505814811399053,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_23,2006-05-23,0.3366046704994324,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_24,2006-05-24,0.5806408480650669,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_25,2006-05-25,0.39840163824532193,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_26,2006-05-26,0.3541205405636168,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_27,2006-05-27,0.4920886058850863,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_28,2006-05-28,0.2594757152036652,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_29,2006-05-29,0.4557821336065512,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_30,2006-05-30,0.3321033945778166,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_31,2006-05-31,0.47350332564620856,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_01,2006-06-01,0.5332561887957808,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_02,2006-06-02,0.5378070834833936,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_04,2006-06-04,0.6733333333333333,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_05,2006-06-05,0.5456156539885362,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_06,2006-06-06,0.27525268545887105,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_07,2006-06-07,0.35656332448069533,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_08,2006-06-08,0.346953181815993,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_09,2006-06-09,0.43020350690072684,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_10,2006-06-10,0.33778800906291756,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_11,2006-06-11,0.47977858841625287,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_12,2006-06-12,0.46729588880108675,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_13,2006-06-13,0.416707936628462,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_14,2006-06-14,0.44911980453690076,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_15,2006-06-15,0.37614658270580664,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_16,2006-06-16,0.5603636793748683,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_17,2006-06-17,0.3920607295803981,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_18,2006-06-18,0.5248473494059792,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_19,2006-06-19,0.466825370928763,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_20,2006-06-20,0.45849094126024037,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_22,2006-06-22,0.4283073516768671,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_23,2006-06-23,0.4022278376465035,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_25,2006-06-25,0.40001370943371195,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_26,2006-06-26,0.35575950400511147,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_27,2006-06-27,0.3207746231852944,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_28,2006-06-28,0.3484710096440409,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_29,2006-06-29,0.3441051701281485,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_01,2006-07-01,0.28720563055647,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_02,2006-07-02,0.4273475785657757,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_03,2006-07-03,0.3796385827824256,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_04,2006-07-04,0.4238197979747995,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_05,2006-07-05,0.3158247334932856,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_06,2006-07-06,0.4496930616746861,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_07,2006-07-07,0.48329355420526404,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_08,2006-07-08,0.4781895633652822,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_09,2006-07-09,0.41278124973246905,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_10,2006-07-10,0.2408547937759054,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_11,2006-07-11,0.41345839552952895,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_12,2006-07-12,0.3524063157466181,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_13,2006-07-13,0.3033127543697528,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_14,2006-07-14,0.2720557489085501,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_15,2006-07-15,0.3892114915699312,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_16,2006-07-16,0.30093221337048814,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_17,2006-07-17,0.4901429467084639,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_18,2006-07-18,0.32928151752640156,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_19,2006-07-19,0.26566346804916274,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_20,2006-07-20,0.37139950012018597,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_21,2006-07-21,0.343127756498484,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_22,2006-07-22,0.3714622622928787,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_23,2006-07-23,0.29456016642430594,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_24,2006-07-24,0.3089700536285657,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_25,2006-07-25,0.3685996537807876,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_26,2006-07-26,0.34306097368951965,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_27,2006-07-27,0.33607648906475535,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_28,2006-07-28,0.3611589343283413,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_29,2006-07-29,0.24854777367593592,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_30,2006-07-30,0.35834272595980055,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_31,2006-07-31,0.344996662958843,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_01,2006-08-01,0.3563818720961578,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_02,2006-08-02,0.3926542828594786,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_03,2006-08-03,0.5720331735786733,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_04,2006-08-04,0.3309329809563917,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_05,2006-08-05,0.35299659177456255,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_06,2006-08-06,0.4400080604315134,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_07,2006-08-07,0.34647566586229417,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_08,2006-08-08,0.3067381423538873,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_09,2006-08-09,0.3149466271548289,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_10,2006-08-10,0.42772499343014675,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_11,2006-08-11,0.31625449833494523,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_12,2006-08-12,0.5708420049939589,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_13,2006-08-13,0.37114890252545607,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_14,2006-08-14,0.2049112326461927,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_15,2006-08-15,0.37088801088399526,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_16,2006-08-16,0.3377294538181987,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_17,2006-08-17,0.3911835830753111,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_18,2006-08-18,0.48082358960959787,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_19,2006-08-19,0.4305422471053985,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_20,2006-08-20,0.3421156736600899,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_21,2006-08-21,0.2561264543200459,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_22,2006-08-22,0.3450298690324067,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_24,2006-08-24,0.43580706145152476,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_25,2006-08-25,0.3461375363894199,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_27,2006-08-27,0.22309292649098475,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_28,2006-08-28,0.2768333675017424,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_29,2006-08-29,0.24705012853470434,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_30,2006-08-30,0.34259354736917125,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_31,2006-08-31,0.46863111241743133,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_01,2006-09-01,0.41506630387417565,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_02,2006-09-02,0.5560283475425007,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_03,2006-09-03,0.4093293854232932,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_04,2006-09-04,0.47460965628742785,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_05,2006-09-05,0.4385207807440057,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_06,2006-09-06,0.6262737441882323,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_07,2006-09-07,0.5405585105911586,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_08,2006-09-08,0.5386144619055478,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_09,2006-09-09,0.3379590657303617,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_10,2006-09-10,0.22676900346259143,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_11,2006-09-11,0.3739699731598369,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_12,2006-09-12,0.23906350249802788,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_13,2006-09-13,0.45495808597023435,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_14,2006-09-14,0.34248460076956294,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_15,2006-09-15,0.46075042724750787,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_16,2006-09-16,0.38490074384555684,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_17,2006-09-17,0.5012592248509949,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_18,2006-09-18,0.4626464385789159,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_19,2006-09-19,0.28627237354085605,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_20,2006-09-20,0.5566015347275008,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_21,2006-09-21,0.3244818383379412,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_22,2006-09-22,0.4037623757631522,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_23,2006-09-23,0.40053993127421983,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_25,2006-09-25,0.5547364582423627,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_26,2006-09-26,0.5394657754112776,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_27,2006-09-27,0.6685163245699708,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_28,2006-09-28,0.5498166265838371,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_29,2006-09-29,0.6091814891823416,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_30,2006-09-30,0.48370276257835065,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_01,2006-10-01,0.5967402438064638,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_02,2006-10-02,0.6077535311441572,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_03,2006-10-03,0.5359290123699354,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_04,2006-10-04,0.591030398316152,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_05,2006-10-05,0.5177373602122542,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_06,2006-10-06,0.6389230541752271,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_07,2006-10-07,0.5473745531143797,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_08,2006-10-08,0.5668126283961699,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_09,2006-10-09,0.551780101830488,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_10,2006-10-10,0.4992874712242866,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_11,2006-10-11,0.5955374824196636,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_12,2006-10-12,0.4988407721263149,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_13,2006-10-13,0.5654224468455905,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_14,2006-10-14,0.494707354979628,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_15,2006-10-15,0.5462523984294068,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_16,2006-10-16,0.5002955011781157,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_17,2006-10-17,0.47882278970649367,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_18,2006-10-18,0.5007935216980942,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_19,2006-10-19,0.38902728941277914,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_20,2006-10-20,0.49555513118700795,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_21,2006-10-21,0.3660402510419537,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_22,2006-10-22,0.48050755551563845,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_24,2006-10-24,0.5844837681075302,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_25,2006-10-25,0.5618612812411503,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_26,2006-10-26,0.4871453232119884,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_27,2006-10-27,0.5535593685875512,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_28,2006-10-28,0.4494566188280142,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_29,2006-10-29,0.5815733115823273,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_30,2006-10-30,0.4812878850154042,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_31,2006-10-31,0.5238867492091955,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_01,2006-11-01,0.44077449754784115,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_02,2006-11-02,0.2695336910343427,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_03,2006-11-03,0.5423684210526316,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_04,2006-11-04,0.5611950380611102,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_05,2006-11-05,0.647078873330138,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_06,2006-11-06,0.45287177747054735,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_07,2006-11-07,0.5571797817706401,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_08,2006-11-08,0.5261686025839964,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_09,2006-11-09,0.5573643481697939,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_10,2006-11-10,0.5099791674767069,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_11,2006-11-11,0.5128004420303778,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_12,2006-11-12,0.6093592133135716,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_13,2006-11-13,0.48492345845722307,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_14,2006-11-14,0.5994289931359648,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_15,2006-11-15,0.5362193006145224,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_16,2006-11-16,0.5777409437549401,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_17,2006-11-17,0.5550178702274328,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_18,2006-11-18,0.5387312791881347,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_19,2006-11-19,0.6054502665260167,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_20,2006-11-20,0.5084303321541258,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_21,2006-11-21,0.6189430694066218,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_22,2006-11-22,0.49843114604176497,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_23,2006-11-23,0.5564918395019577,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_24,2006-11-24,0.446937377019302,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_25,2006-11-25,0.49968752900770425,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_26,2006-11-26,0.5479177548931283,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_27,2006-11-27,0.47471207808773086,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_28,2006-11-28,0.5885261506879131,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_29,2006-11-29,0.46495315054997943,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_30,2006-11-30,0.5954485305561449,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_01,2006-12-01,0.5162998666905428,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_02,2006-12-02,0.5552985365996246,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_03,2006-12-03,0.5657582589602378,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_05,2006-12-05,0.37672050233204024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_06,2006-12-06,0.45534674785749535,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_07,2006-12-07,0.34842746486620835,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_08,2006-12-08,0.3127857544517336,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_09,2006-12-09,0.553220083650492,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_10,2006-12-10,0.29564001532496187,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_11,2006-12-11,0.4863083468902515,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_12,2006-12-12,0.5279102475512244,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_13,2006-12-13,0.49857364821804173,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_14,2006-12-14,0.5514468091854856,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_15,2006-12-15,0.4481923675362666,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_16,2006-12-16,0.5397345751308538,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_17,2006-12-17,0.4679233401585962,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_18,2006-12-18,0.5293988687509852,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_19,2006-12-19,0.5383525123472386,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_20,2006-12-20,0.4363942678176281,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_21,2006-12-21,0.4648544173164453,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_22,2006-12-22,0.42446496256664984,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_23,2006-12-23,0.5427422605175708,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_24,2006-12-24,0.43792463768115975,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_25,2006-12-25,0.5510306020970814,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_26,2006-12-26,0.5034920719573351,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_27,2006-12-27,0.41932745963840795,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_28,2006-12-28,0.5077137382297646,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_29,2006-12-29,0.458762238072033,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_30,2006-12-30,0.5547395510384855,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_12_31,2006-12-31,0.42682231065860776,"{""type"":""MultiPoint"",""coordinates"":[]}"
2007_01_01,2007-01-01,0.5644234335355585,"{""type"":""MultiPoint"",""coordinates"":[]}"
2007_01_02,2007-01-02,0.4685006837532062,"{""type"":""MultiPoint"",""coordinates"":[]}"
2007_01_03,2007-01-03,0.5445003748621834,"{""type"":""MultiPoint"",""coordinates"":[]}"
2007_01_04,2007-01-04,0.5371583419566458,"{""type"":""MultiPoint"",""coordinates"":[]}"
2007_01_05,2007-01-05,0.4929907413618706,"{""type"":""MultiPoint"",""coordinates"":[]}"
2007_01_06,2007-01-06,0.20677419354838708,"{""type"":""MultiPoint"",""coordinates"":[]}"
2007_01_07,2007-01-07,0.4108065751444018,"{""type"":""MultiPoint"",""coordinates"":[]}"
2007_01_08,2007-01-08,0.5609383792571068,"{""type"":""MultiPoint"",""coordinates"":[]}"
2007_01_09,2007-01-09,0.2781186749254976,"{""type"":""MultiPoint"",""coordinates"":[]}"
2007_01_10,2007-01-10,0.3536526522526142,"{""type"":""MultiPoint"",""coordinates"":[]}"
2007_01_11,2007-01-11,0.3199399163239108,"{""type"":""MultiPoint"",""coordinates"":[]}"
2007_01_12,2007-01-12,0.2418397690566778,"{""type"":""MultiPoint"",""coordinates"":[]}"
